video_id,segment_id,sentence,predicted_label,review_reason
y0c17Wxj_TI,1,mix flour baking powder and salt in a bowl then coat the onions,Mix,Low margin and multiple action groups detected: Mix|Bake|Season
y0c17Wxj_TI,3,crack eggs into one cup of milk and beat it,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Mix
y0c17Wxj_TI,6,add the rings into bread crumbs to coat it well,Prep,Margin below manual review threshold.
f-h7OM5HM0Q,10,add the red wine and stock to the pot,Idle,Prediction is not clearly separated enough for normal use.
O2IDAC0Ogp4,3,add the cooked pasta to the bacon and stir it for a while,Mix,Prediction is not clearly separated enough for normal use.
TF1iWaX2-DM,4,cover with plastic wrap and let sit over night,Idle,Top1 score below manual review threshold.
Xz3-xRyBBog,3,repeat the steps for each tortilla and serve,Mix,Low margin and multiple action groups detected: Plate|Idle
twL5BU4aFCo,10,add rice to the pot,Cook-Heat,Margin below manual review threshold.
F2qYQZ7Q68s,0,melt some meat loaf in a pan and stir to cook them well,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
F2qYQZ7Q68s,5,add the moreno to a piece of taco and spread some cheese and roll it up,Cut,Margin below manual review threshold.
edX_xmX6q0s,1,chop some fresh parsley and garlic,Cut,Margin below manual review threshold.
edX_xmX6q0s,2,add tomatoes to a food processor and pulse,Plate,Margin below manual review threshold.
edX_xmX6q0s,5,pour in the tomato sauce,Cook-Heat,Margin below manual review threshold.
abfhnSaZFlA,2,mix in some peanuts freshly chopped cilantro and fried vegetables,Prep,Margin below manual review threshold.
LVHGaXH_7nc,3,add sugar and salt and stir,Mix,Low margin and multiple action groups detected: Mix|Season
HJHV2nYz1L8,6,add oil to a hot pan and add the vegetables and mix with pepper,Cook-Heat,Low margin and multiple action groups detected: Mix|Season
WQlMXudBGT4,1,squeeze a lemon and add the juice to the food processor,Mix,Margin below manual review threshold.
vU2lND4YQjM,1,take the ready shrimps in a bowl and add 2 tbsp of fish sauce 1 tsp of soy sauce 1 tsp of thick teriyaki sauce  - 1 tsp of sesame oil and 3 cloves of minced garlic mix them all and marinate for 2 hours,Plate,Prediction is not clearly separated enough for normal use.
vU2lND4YQjM,3,take marinated shrimp by tail dip it in batter and coat with bread crumbs and deep fry till golden brown,Cook-Heat,Margin below manual review threshold.
VmxFWJkYAqk,3,dip the hot dog in the batter,Idle,Margin below manual review threshold.
QqepsJSi5fs,2,add onions carrots and celery to the wok,Cut,Margin below manual review threshold.
QqepsJSi5fs,3,add the bell peppers to the wok,Prep,Margin below manual review threshold.
QqepsJSi5fs,6,add rice to the wok,Cook-Heat,Margin below manual review threshold.
RE3QHbz2SH4,2,mash the potatoes with a hand masher,Prep,Margin below manual review threshold.
RE3QHbz2SH4,4,brush some melted butter on top and bake until they are crispy,Bake,Prediction is not clearly separated enough for normal use.
i8BjqgemuXo,1,shred some cheese in it and add salt and pepper to it,Season,Low margin and multiple action groups detected: Cut|Season
i8BjqgemuXo,4,cover it with another piece of bread and add more sauce on top,Idle,Margin below manual review threshold.
i8BjqgemuXo,5,heat the croque monsieur on the pan with a baking sheet on bottom,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Bake
hTTcCbxQS98,5,add the mussels and steam the mussels,Idle,Prediction is not clearly separated enough for normal use.
0xYOUNfzIn8,10,stir the olives basil and parsley into the sauce,Mix,Prediction is not clearly separated enough for normal use.
Ck3oNHsLqfk,0,score the foie gras,Plate,Margin below manual review threshold.
Ck3oNHsLqfk,8,plate the foie gras and pancakes over the salad and pour a little cherry sauce on top,Plate,Margin below manual review threshold.
Ck3oNHsLqfk,9,cover the dish with smoked lid,Plate,Margin below manual review threshold.
KoKkf5qEW8w,1,chop some ginger onion carrots leek and mizuna,Cut,Margin below manual review threshold.
KoKkf5qEW8w,4,drain the udon noodles when they are boiled,Cook-Heat,Margin below manual review threshold.
KoKkf5qEW8w,5,add miso paste and the drained noodles to the soup,Plate,Prediction is not clearly separated enough for normal use.
ljyO7IaGWLY,0,boil the potatoes in water,Cook-Heat,Margin below manual review threshold.
ljyO7IaGWLY,8,fold the dough over and press the edges together,Mix,Margin below manual review threshold.
ljyO7IaGWLY,9,boil the pierogies in a pot of water,Cook-Heat,Prediction is not clearly separated enough for normal use.
#NAME?,0,place the sausages into the dish,Plate,Prediction is not clearly separated enough for normal use.
cQ8mt5ACO0A,5,add bean sprouts to the pan and stir,Mix,Prediction is not clearly separated enough for normal use.
hu6iMNynOcI,0,add chili ginger mushrooms and carrot to the boiling stock,Cook-Heat,Prediction is not clearly separated enough for normal use.
d2Y0zSQtvj4,0,add soy bean puree to a pan and whisk in fish sauce,Season,Margin below manual review threshold.
d2Y0zSQtvj4,5,boil the broth and add broccoli and the bok choy,Cook-Heat,Margin below manual review threshold.
t5ookHohDFc,7,spread the bechamel sauce on top and add gruyere cheese,Plate,Margin below manual review threshold.
P0QvEM1pyMU,0,squeeze lemon juice onto the chicken,Cook-Heat,Margin below manual review threshold.
#NAME?,7,flip the dosa over,Idle,Top1 score below manual review threshold.
#NAME?,10,fold the dosa,Idle,Margin below manual review threshold.
2SxbO4VAgN8,2,coat the chicken breast with flour eggs and seasoned bread crumbs,Cook-Heat,Margin below manual review threshold.
CK_GWBMUXGw,6,pour the sauce over the foie gras,Plate,Margin below manual review threshold.
UbRRHp4uO50,0,add whole wheat flour a pinch of salt and mix,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
UbRRHp4uO50,6,remove the roti and spread ghee on top,Mix,Margin below manual review threshold.
D1pNWjRvzFs,7,cut eggplant pumpkin and baby corn cover in batter and breadcrumbs and fry,Cut,Low margin and multiple action groups detected: Cut|Cook-Heat
lBguj96fa5w,4,add soy sauce and sesame oil to a pot of boiling water and add the wontons,Cook-Heat,Margin below manual review threshold.
b56WIxbLd1c,3,mix flour pepper and oil together,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
BFpJtwAG-8A,1,place the bratwursts in the pan,Cut,Margin below manual review threshold.
BFpJtwAG-8A,2,place the bratwursts on the grill,Plate,Margin below manual review threshold.
BFpJtwAG-8A,3,cover the grill,Cook-Heat,Margin below manual review threshold.
OJB3_asB2rc,1,grate onion carrot and garlic into the pan,Cut,Margin below manual review threshold.
ho2JlRJp9rk,4,mix pickles onions and flour and deep fry,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
2Ymt5frHtTg,4,chop up the herbs finely,Cut,Margin below manual review threshold.
mixdagZ-fwI,5,place the beef and toppings in the shell,Plate,Margin below manual review threshold.
coYqrXsDPdU,0,heat some butter in a skillet  add flour and whisk it well,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat
coYqrXsDPdU,1,add some cayenne powder and white pepper into the mixture and whisk,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
coYqrXsDPdU,4,add drips of worcestershire sauce and whisk and reduce heat to medium low,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
33OD9eIiTPI,6,pour some pasta sauce to the meatballs and place the lid on,Plate,Prediction is not clearly separated enough for normal use.
524UzHtbAcY,0,take a small portion of rice,Cut,Margin below manual review threshold.
524UzHtbAcY,1,put some wasabi on a slice of salmon,Season,Margin below manual review threshold.
524UzHtbAcY,2,stick the salmon with the rice,Plate,Margin below manual review threshold.
bxgdUWKOwtQ,9,add stuffing to cone and use some water to seal the top edges,Cut,Margin below manual review threshold.
sTTECSIiL6I,3,lay the cut tuna meat on the spread rice,Cut,Prediction is not clearly separated enough for normal use.
sTTECSIiL6I,7,add sauce on the top,Plate,Margin below manual review threshold.
iDMXdB88oQI,5,mix lemon juice olive oil and sumac,Mix,Prediction is not clearly separated enough for normal use.
4JwUCS5JjfY,0,place the noodles in hot water,Prep,Margin below manual review threshold.
4JwUCS5JjfY,5,add feta cheese and parsley to the dish,Plate,Margin below manual review threshold.
EA4EWlv6HUM,2,add the rice to the wok,Prep,Margin below manual review threshold.
EA4EWlv6HUM,4,stir the rice in the wok,Mix,Prediction is not clearly separated enough for normal use.
UcSg3-vlwg0,1,add salt black pepper and an egg to the mixture and mix,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
UcSg3-vlwg0,5,cover the meatloaf and then bake,Bake,Prediction is not clearly separated enough for normal use.
UcSg3-vlwg0,6,add barbecues sauce and top with parsley,Plate,Prediction is not clearly separated enough for normal use.
0IuQKThr-pM,5,coat the onion rings in the crumbs,Cut,Margin below manual review threshold.
oRMqGMnK5mk,2,add 1 cup whole milk and keep whisking,Mix,Margin below manual review threshold.
oRMqGMnK5mk,5,turn the heat low and add marinara sauce,Idle,Prediction is not clearly separated enough for normal use.
oRMqGMnK5mk,7,add a splash of vodka,Idle,Prediction is not clearly separated enough for normal use.
#NAME?,0,cut chicken breasts pieces and add marinate with soy sauce cooking sherry and cornstarch,Season,Margin below manual review threshold.
XbTA0SGOdwk,1,mix breadcrumbs with the meat,Mix,Prediction is not clearly separated enough for normal use.
XbTA0SGOdwk,3,add pasta to the pan,Plate,Margin below manual review threshold.
XbTA0SGOdwk,9,place the meatballs in the sauce,Plate,Margin below manual review threshold.
XbTA0SGOdwk,10,add basal leaves to the sauce,Season,Margin below manual review threshold.
A6icBIwaT8c,6,add the carrot slices and a little bit of water,Cut,Prediction is not clearly separated enough for normal use.
A6icBIwaT8c,11,add finely chopped spring onions,Season,Margin below manual review threshold.
zO7LIiIMVgk,0,mince some chives and keep them ready,Idle,Margin below manual review threshold.
zO7LIiIMVgk,3,plate the scrambled egg and serve with sour dough bread toast,Plate,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Plate
JL2WjNsfwmk,5,saute the ingredients,Season,Margin below manual review threshold.
jY6HcQVqLgw,4,coat the dogs with batter well,Prep,Margin below manual review threshold.
u-2aI2iptmM,2,pour oil on the pan and add onions garlic brown sugar and sea salt,Cook-Heat,Margin below manual review threshold.
u-2aI2iptmM,7,stir fry the mixture for 3 minutes till the rice gets cooked completely,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
yF3qIVPhmr4,6,cover the grill with butter and place the dough,Cook-Heat,Prediction is not clearly separated enough for normal use.
CrLSUUltW2A,6,heat the dough on pan,Cook-Heat,Margin below manual review threshold.
CrLSUUltW2A,10,add filling and seal closed,Idle,Top1 score below manual review threshold.
g5qy84ftuIw,3,slice the green onions and add them to the salad,Cut,Margin below manual review threshold.
g5qy84ftuIw,5,chop the herbs,Cut,Margin below manual review threshold.
wBxa_mAFRJU,0,add honey to a pan,Cook-Heat,Margin below manual review threshold.
wBxa_mAFRJU,5,add chunks of lamb onion and pepper to the skewer and heat in a pan,Season,Low margin and multiple action groups detected: Cook-Heat|Season
1Vs6LSUz9lA,3,place the filling in the center of the wrapper,Idle,Margin below manual review threshold.
4u1Cxoke6Co,0,add tabasco sauce to a bowl of buttermilk,Plate,Margin below manual review threshold.
4u1Cxoke6Co,2,add cayenne paprika and dry mustard to a bowl of flour and stir,Mix,Low margin and multiple action groups detected: Prep|Mix
4u1Cxoke6Co,6,garnish the fish and chips with a lemon wedge,Plate,Margin below manual review threshold.
7slwSfbxVQ8,3,pour some calvados and remove from heat,Idle,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
7slwSfbxVQ8,4,finely chop some tarragon leaves and sprinkle on top,Season,Moderate-low margin with connector and multiple action groups detected: Cut|Season
7slwSfbxVQ8,6,fry the foie gras slice,Cook-Heat,Low margin and multiple action groups detected: Cut|Cook-Heat
FtHLUsOntqI,2,add corn green beans carrots peas cauliflower celery and cabbage to the pan,Cook-Heat,Margin below manual review threshold.
FtHLUsOntqI,3,add stock to the soup,Mix,Margin below manual review threshold.
FtHLUsOntqI,6,add mushrooms and spring onions to the soup,Cut,Margin below manual review threshold.
FtHLUsOntqI,8,add sesame chili oil to the soup,Season,Margin below manual review threshold.
NujJqJUXSQY,0,heat two pieces of bread on the grill,Cook-Heat,Prediction is not clearly separated enough for normal use.
NujJqJUXSQY,2,add milk to the cup,Mix,Margin below manual review threshold.
NujJqJUXSQY,6,serve the scrambled eggs with the prepared toast,Plate,Low margin and multiple action groups detected: Cook-Heat|Plate
WAevYUItUAY,0,place the brats on the preheated grill,Cook-Heat,Margin below manual review threshold.
p2GVwIauFks,2,add little worcestershire sauce schezwan sauce  mix it and let it marinate for 5 min,Idle,Prediction is not clearly separated enough for normal use.
p2GVwIauFks,8,add green onion curry powder fried shrimps chicken stock and mix well,Season,Margin below manual review threshold.
